ID_Recinto,Hora,Dia,Mes,Temperatura_exterior,Temperatura_operativa_free_float,Temperatura_operativa_con_clima,Demanda,Sol,G_HU,G_DHU,x_int_aire,demanda_total
85,1,1.00,1,4.60,11720.22,11699.83,0.0,0.00,0.0,-0.0,,0.0
85,2,1.00,1,4.30,11724.96,11705.23,0.0,0.00,0.0,-0.0,,0.0
85,3,1.00,1,3.80,11729.49,11710.39,0.0,0.00,0.0,-0.0,,0.0
85,4,1.00,1,3.30,11733.84,11715.35,0.0,0.00,0.0,-0.0,,0.0
85,5,1.00,1,2.80,11738.01,11720.11,0.0,0.00,0.0,-0.0,,0.0
85,6,1.00,1,2.40,11742.05,11724.70,0.0,0.00,0.0,-0.0,,0.0
85,7,1.00,1,2.00,11745.93,11729.13,0.0,0.00,0.0,-0.0,,0.0
85,8,1.00,1,1.80,11616.79,11580.80,-7500.0,0.00,0.0,-13851.01,,-21351.010000000002
85,9,1.00,1,1.50,11596.70,11557.68,-7500.0,0.00,0.0,-13848.26,,-21348.260000000002
85,10,1.00,1,1.30,11588.55,11548.28,-7500.0,0.00,0.0,-13846.86,,-21346.86
85,11,1.00,1,1.70,11582.14,11540.86,-7500.0,0.00,0.0,-13847.3,,-21347.3
85,12,1.00,1,3.50,11576.48,11534.25,-7500.0,0.00,0.0,-13846.49,,-21346.489999999998
85,13,1.00,1,6.70,11571.44,11528.32,-7500.0,0.00,0.0,-13848.33,,-21348.33
85,14,1.00,1,10.00,11566.81,11522.82,-7500.0,0.00,0.0,-13849.56,,-21349.559999999998
85,15,1.00,1,12.30,11562.31,11517.49,-7500.0,0.00,0.0,-13847.15,,-21347.15
85,16,1.00,1,13.50,11557.86,11512.25,-7500.0,0.00,0.0,-13847.17,,-21347.17
85,17,1.00,1,13.90,11553.46,11507.10,-7500.0,0.00,0.0,-13849.42,,-21349.42
85,18,1.00,1,13.40,11549.07,11501.97,-7500.0,0.00,0.0,-13853.79,,-21353.79
85,19,1.00,1,12.30,11676.39,11648.12,0.0,0.00,0.0,-0.0,,0.0
85,20,1.00,1,10.90,11696.00,11670.60,0.0,0.00,0.0,-0.0,,0.0
85,21,1.00,1,9.10,11703.46,11679.15,0.0,0.00,0.0,-0.0,,0.0
85,22,1.00,1,7.00,11709.17,11685.71,0.0,0.00,0.0,-0.0,,0.0
85,23,1.00,1,5.40,11714.49,11691.82,0.0,0.00,0.0,-0.0,,0.0
85,24,1.00,1,4.40,11719.64,11697.71,0.0,0.00,0.0,-0.0,,0.0
85,1,2.00,1,3.90,11724.66,11703.45,0.0,0.00,0.0,-0.0,,0.0
85,2,2.00,1,3.40,11729.48,11708.96,0.0,0.00,0.0,-0.0,,0.0
85,3,2.00,1,2.50,11734.05,11714.18,0.0,0.00,0.0,-0.0,,0.0
85,4,2.00,1,1.80,11738.44,11719.21,0.0,0.00,0.0,-0.0,,0.0
85,5,2.00,1,1.30,11742.70,11724.07,0.0,0.00,0.0,-0.0,,0.0
85,6,2.00,1,0.90,11746.82,11728.77,0.0,0.00,0.0,-0.0,,0.0
85,7,2.00,1,0.70,11750.82,11733.33,0.0,0.00,0.0,-0.0,,0.0
85,8,2.00,1,0.90,11621.78,11585.13,-7500.0,0.00,0.0,-13841.21,,-21341.21
85,9,2.00,1,1.10,11601.87,11562.22,-7500.0,0.00,0.0,-13837.64,,-21337.64
85,10,2.00,1,1.20,11593.88,11552.99,-7500.0,0.00,0.0,-13833.97,,-21333.97
85,11,2.00,1,1.90,11587.64,11545.76,-7500.0,0.00,0.0,-13829.99,,-21329.989999999998
85,12,2.00,1,4.20,11582.18,11539.37,-7500.0,0.00,0.0,-13827.45,,-21327.45
85,13,2.00,1,7.60,11577.31,11533.62,-7500.0,0.00,0.0,-13815.38,,-21315.379999999997
85,14,2.00,1,10.50,11572.72,11528.18,-7500.0,0.00,0.0,-13808.77,,-21308.77
85,15,2.00,1,12.70,11568.29,11522.94,-7500.0,0.00,0.0,-13809.81,,-21309.809999999998
85,16,2.00,1,14.00,11563.94,11517.82,-7500.0,0.00,0.0,-13813.79,,-21313.79
85,17,2.00,1,14.40,11559.63,11512.76,-7500.0,0.00,0.0,-13818.66,,-21318.66
85,18,2.00,1,13.90,11555.32,11507.73,-7500.0,0.00,0.0,-13824.92,,-21324.92
85,19,2.00,1,12.60,11682.75,11654.00,0.0,0.00,0.0,-0.0,,0.0
85,20,2.00,1,10.90,11702.38,11676.52,0.0,0.00,0.0,-0.0,,0.0
85,21,2.00,1,9.10,11709.90,11685.14,0.0,0.00,0.0,-0.0,,0.0
85,22,2.00,1,7.70,11715.80,11691.90,0.0,0.00,0.0,-0.0,,0.0
85,23,2.00,1,6.50,11721.28,11698.18,0.0,0.00,0.0,-0.0,,0.0
85,24,2.00,1,5.50,11726.52,11704.18,0.0,0.00,0.0,-0.0,,0.0
85,1,3.00,1,4.80,11731.59,11709.97,0.0,0.00,0.0,-0.0,,0.0
85,2,3.00,1,4.50,11736.52,11715.59,0.0,0.00,0.0,-0.0,,0.0
85,3,3.00,1,4.30,11741.28,11721.02,0.0,0.00,0.0,-0.0,,0.0
85,4,3.00,1,4.00,11745.85,11726.24,0.0,0.00,0.0,-0.0,,0.0
85,5,3.00,1,3.40,11750.20,11731.20,0.0,0.00,0.0,-0.0,,0.0
85,6,3.00,1,2.60,11754.33,11735.92,0.0,0.00,0.0,-0.0,,0.0
85,7,3.00,1,1.90,11758.30,11740.47,0.0,0.00,0.0,-0.0,,0.0
85,8,3.00,1,1.40,11762.53,11745.25,0.0,0.00,0.0,-0.0,,0.0
85,9,3.00,1,0.80,11766.34,11749.58,0.0,0.00,0.0,-0.0,,0.0
85,10,3.00,1,0.30,11769.98,11753.73,0.0,0.00,0.0,-0.0,,0.0
85,11,3.00,1,0.30,11773.57,11757.81,0.0,0.00,0.0,-0.0,,0.0
85,12,3.00,1,1.20,11777.22,11761.93,0.0,0.00,0.0,-0.0,,0.0
85,13,3.00,1,3.00,11780.95,11766.12,0.0,0.00,0.0,-0.0,,0.0
85,14,3.00,1,5.30,11784.74,11770.35,0.0,0.00,0.0,-0.0,,0.0
85,15,3.00,1,7.30,11788.44,11774.47,0.0,0.00,0.0,-0.0,,0.0
85,16,3.00,1,9.00,11792.03,11778.47,0.0,0.00,0.0,-0.0,,0.0
85,17,3.00,1,10.30,11795.49,11782.32,0.0,0.00,0.0,-0.0,,0.0
85,18,3.00,1,10.80,11798.72,11785.93,0.0,0.00,0.0,-0.0,,0.0
85,19,3.00,1,10.40,11801.31,11788.90,0.0,0.00,0.0,-0.0,,0.0
85,20,3.00,1,9.40,11803.93,11791.87,0.0,0.00,0.0,-0.0,,0.0
85,21,3.00,1,8.20,11806.42,11794.70,0.0,0.00,0.0,-0.0,,0.0
85,22,3.00,1,6.80,11808.76,11797.37,0.0,0.00,0.0,-0.0,,0.0
85,23,3.00,1,5.50,11810.99,11799.93,0.0,0.00,0.0,-0.0,,0.0
85,24,3.00,1,4.60,11813.19,11802.44,0.0,0.00,0.0,-0.0,,0.0
85,1,4.00,1,4.20,11815.40,11804.95,0.0,0.00,0.0,-0.0,,0.0
85,2,4.00,1,3.70,11817.54,11807.37,0.0,0.00,0.0,-0.0,,0.0
85,3,4.00,1,3.20,11819.60,11809.71,0.0,0.00,0.0,-0.0,,0.0
85,4,4.00,1,2.50,11821.56,11811.94,0.0,0.00,0.0,-0.0,,0.0
85,5,4.00,1,1.90,11823.45,11814.10,0.0,0.00,0.0,-0.0,,0.0
85,6,4.00,1,1.40,11825.30,11816.20,0.0,0.00,0.0,-0.0,,0.0
85,7,4.00,1,0.90,11827.09,11818.23,0.0,0.00,0.0,-0.0,,0.0
