ID_Recinto,Hora,Dia,Mes,Temperatura_exterior,Temperatura_operativa_free_float,Temperatura_operativa_con_clima,Demanda,Sol,G_HU,G_DHU,x_int_aire,demanda_total
254,1,1.00,1,22.30,73969.51,73969.51,0.0,0.00,0.0,-0.0,,0
254,2,1.00,1,22.10,74074.59,74074.59,0.0,0.00,0.0,-0.0,,0
254,3,1.00,1,21.90,74170.43,74170.43,0.0,0.00,0.0,-0.0,,0
254,4,1.00,1,21.80,74257.94,74257.94,0.0,0.00,0.0,-0.0,,0
254,5,1.00,1,21.60,74337.89,74337.89,0.0,0.00,0.0,-0.0,,0
254,6,1.00,1,21.50,74411.01,74411.01,0.0,0.00,0.0,-0.0,,0
254,7,1.00,1,21.40,74477.94,74477.94,0.0,0.00,0.0,-0.0,,0
254,8,1.00,1,21.30,71327.37,71327.37,0.0,0.00,0.0,-0.0,,0
254,9,1.00,1,21.20,70783.24,70783.24,0.0,0.00,0.0,-0.0,,0
254,10,1.00,1,21.10,70558.48,70558.48,0.0,0.00,0.0,-0.0,,0
254,11,1.00,1,21.60,70390.01,70390.01,0.0,0.00,0.0,-0.0,,0
254,12,1.00,1,23.20,70243.16,70243.16,0.0,0.00,0.0,-0.0,,0
254,13,1.00,1,25.20,70111.34,70111.34,0.0,0.00,0.0,-0.0,,0
254,14,1.00,1,26.50,69992.06,69992.06,0.0,0.00,0.0,-0.0,,0
254,15,1.00,1,27.20,69883.80,69883.80,0.0,0.00,0.0,-0.0,,0
254,16,1.00,1,27.50,69785.39,69785.39,0.0,0.00,0.0,-0.0,,0
254,17,1.00,1,27.60,69695.11,69695.11,0.0,0.00,0.0,-0.0,,0
254,18,1.00,1,27.40,69613.32,69613.32,0.0,0.00,0.0,-0.0,,0
254,19,1.00,1,27.00,72647.63,72647.63,0.0,0.00,0.0,-0.0,,0
254,20,1.00,1,26.40,73198.33,73198.33,0.0,0.00,0.0,-0.0,,0
254,21,1.00,1,25.60,73420.28,73420.28,0.0,0.00,0.0,-0.0,,0
254,22,1.00,1,24.70,73582.93,73582.93,0.0,0.00,0.0,-0.0,,0
254,23,1.00,1,23.60,73724.28,73724.28,0.0,0.00,0.0,-0.0,,0
254,24,1.00,1,22.50,73851.51,73851.51,0.0,0.00,0.0,-0.0,,0
254,1,2.00,1,21.80,73967.03,73967.03,0.0,0.00,0.0,-0.0,,0
254,2,2.00,1,21.60,74072.26,74072.26,0.0,0.00,0.0,-0.0,,0
254,3,2.00,1,21.70,74168.27,74168.27,0.0,0.00,0.0,-0.0,,0
254,4,2.00,1,22.00,74255.98,74255.98,0.0,0.00,0.0,-0.0,,0
254,5,2.00,1,22.10,74336.14,74336.14,0.0,0.00,0.0,-0.0,,0
254,6,2.00,1,22.10,74409.46,74409.46,0.0,0.00,0.0,-0.0,,0
254,7,2.00,1,21.90,74476.54,74476.54,0.0,0.00,0.0,-0.0,,0
254,8,2.00,1,21.70,71326.19,71326.19,0.0,0.00,0.0,-0.0,,0
254,9,2.00,1,21.60,70782.20,70782.20,0.0,0.00,0.0,-0.0,,0
254,10,2.00,1,21.50,70557.56,70557.56,0.0,0.00,0.0,-0.0,,0
254,11,2.00,1,21.80,70389.17,70389.17,0.0,0.00,0.0,-0.0,,0
254,12,2.00,1,22.70,70242.28,70242.28,0.0,0.00,0.0,-0.0,,0
254,13,2.00,1,24.20,70110.40,70110.40,0.0,0.00,0.0,-0.0,,0
254,14,2.00,1,25.40,69991.08,69991.08,0.0,0.00,0.0,-0.0,,0
254,15,2.00,1,26.30,69882.83,69882.83,0.0,0.00,0.0,-0.0,,0
254,16,2.00,1,26.90,69784.48,69784.48,0.0,0.00,0.0,-0.0,,0
254,17,2.00,1,27.40,69694.29,69694.29,0.0,0.00,0.0,-0.0,,0
254,18,2.00,1,27.50,69612.60,69612.60,0.0,0.00,0.0,-0.0,,0
254,19,2.00,1,27.10,72646.95,72646.95,0.0,0.00,0.0,-0.0,,0
254,20,2.00,1,26.60,73197.72,73197.72,0.0,0.00,0.0,-0.0,,0
254,21,2.00,1,25.80,73419.74,73419.74,0.0,0.00,0.0,-0.0,,0
254,22,2.00,1,24.90,73582.45,73582.45,0.0,0.00,0.0,-0.0,,0
254,23,2.00,1,23.80,73723.86,73723.86,0.0,0.00,0.0,-0.0,,0
254,24,2.00,1,22.90,73851.17,73851.17,0.0,0.00,0.0,-0.0,,0
254,1,3.00,1,22.30,73966.76,73966.76,0.0,0.00,0.0,-0.0,,0
254,2,3.00,1,22.20,74072.07,74072.07,0.0,0.00,0.0,-0.0,,0
254,3,3.00,1,22.10,74168.12,74168.12,0.0,0.00,0.0,-0.0,,0
254,4,3.00,1,21.90,74255.81,74255.81,0.0,0.00,0.0,-0.0,,0
254,5,3.00,1,21.80,74335.95,74335.95,0.0,0.00,0.0,-0.0,,0
254,6,3.00,1,21.60,74409.23,74409.23,0.0,0.00,0.0,-0.0,,0
254,7,3.00,1,21.60,74476.31,74476.31,0.0,0.00,0.0,-0.0,,0
254,8,3.00,1,21.60,74538.54,74538.54,0.0,0.00,0.0,-0.0,,0
254,9,3.00,1,21.60,74595.07,74595.07,0.0,0.00,0.0,-0.0,,0
254,10,3.00,1,21.60,74646.83,74646.83,0.0,0.00,0.0,-0.0,,0
254,11,3.00,1,22.00,74694.34,74694.34,0.0,0.00,0.0,-0.0,,0
254,12,3.00,1,23.50,74738.12,74738.12,0.0,0.00,0.0,-0.0,,0
254,13,3.00,1,25.20,74778.46,74778.46,0.0,0.00,0.0,-0.0,,0
254,14,3.00,1,26.20,74815.56,74815.56,0.0,0.00,0.0,-0.0,,0
254,15,3.00,1,26.80,74849.66,74849.66,0.0,0.00,0.0,-0.0,,0
254,16,3.00,1,27.10,74881.01,74881.01,0.0,0.00,0.0,-0.0,,0
254,17,3.00,1,27.50,74909.06,74909.06,0.0,0.00,0.0,-0.0,,0
254,18,3.00,1,27.90,74935.37,74935.37,0.0,0.00,0.0,-0.0,,0
254,19,3.00,1,27.90,74959.62,74959.62,0.0,0.00,0.0,-0.0,,0
254,20,3.00,1,27.40,74981.86,74981.86,0.0,0.00,0.0,-0.0,,0
254,21,3.00,1,26.60,75002.23,75002.23,0.0,0.00,0.0,-0.0,,0
254,22,3.00,1,25.50,75020.87,75020.87,0.0,0.00,0.0,-0.0,,0
254,23,3.00,1,24.30,75037.91,75037.91,0.0,0.00,0.0,-0.0,,0
254,24,3.00,1,23.50,75053.54,75053.54,0.0,0.00,0.0,-0.0,,0
254,1,4.00,1,23.10,75067.91,75067.91,0.0,0.00,0.0,-0.0,,0
254,2,4.00,1,22.90,75081.14,75081.14,0.0,0.00,0.0,-0.0,,0
254,3,4.00,1,22.70,75093.30,75093.30,0.0,0.00,0.0,-0.0,,0
254,4,4.00,1,22.40,75104.48,75104.48,0.0,0.00,0.0,-0.0,,0
254,5,4.00,1,22.20,75114.76,75114.76,0.0,0.00,0.0,-0.0,,0
254,6,4.00,1,22.00,75124.22,75124.22,0.0,0.00,0.0,-0.0,,0
254,7,4.00,1,21.80,75132.91,75132.91,0.0,0.00,0.0,-0.0,,0
254,8,4.00,1,21.80,75141.73,75141.73,0.0,0.00,0.0,-0.0,,0
254,9,4.00,1,21.70,75149.33,75149.33,0.0,0.00,0.0,-0.0,,0
254,10,4.00,1,21.70,75156.27,75156.27,0.0,0.00,0.0,-0.0,,0
254,11,4.00,1,22.00,75162.69,75162.69,0.0,0.00,0.0,-0.0,,0
254,12,4.00,1,23.30,75168.76,75168.76,0.0,0.00,0.0,-0.0,,0
254,13,4.00,1,24.90,75174.50,75174.50,0.0,0.00,0.0,-0.0,,0
254,14,4.00,1,26.20,75179.88,75179.88,0.0,0.00,0.0,-0.0,,0
254,15,4.00,1,26.90,75184.87,75184.87,0.0,0.00,0.0,-0.0,,0
254,16,4.00,1,27.30,75189.48,75189.48,0.0,0.00,0.0,-0.0,,0
254,17,4.00,1,27.50,75192.93,75192.93,0.0,0.00,0.0,-0.0,,0
254,18,4.00,1,27.50,75196.60,75196.60,0.0,0.00,0.0,-0.0,,0
254,19,4.00,1,27.20,75200.01,75200.01,0.0,0.00,0.0,-0.0,,0
254,20,4.00,1,26.80,75203.12,75203.12,0.0,0.00,0.0,-0.0,,0
254,21,4.00,1,26.20,75205.92,75205.92,0.0,0.00,0.0,-0.0,,0
254,22,4.00,1,25.30,75208.41,75208.41,0.0,0.00,0.0,-0.0,,0
254,23,4.00,1,24.30,75210.61,75210.61,0.0,0.00,0.0,-0.0,,0
254,24,4.00,1,23.40,75212.57,75212.57,0.0,0.00,0.0,-0.0,,0
254,1,5.00,1,22.90,75214.35,75214.35,0.0,0.00,0.0,-0.0,,0
254,2,5.00,1,22.50,75215.97,75215.97,0.0,0.00,0.0,-0.0,,0
254,3,5.00,1,22.20,75217.45,75217.45,0.0,0.00,0.0,-0.0,,0
254,4,5.00,1,22.10,75218.81,75218.81,0.0,0.00,0.0,-0.0,,0
254,5,5.00,1,22.00,75220.07,75220.07,0.0,0.00,0.0,-0.0,,0
254,6,5.00,1,21.90,75221.22,75221.22,0.0,0.00,0.0,-0.0,,0
254,7,5.00,1,21.70,75222.27,75222.27,0.0,0.00,0.0,-0.0,,0
254,8,5.00,1,21.50,71980.07,71980.07,0.0,0.00,0.0,-0.0,,0
254,9,5.00,1,21.30,71377.37,71377.37,0.0,0.00,0.0,-0.0,,0
254,10,5.00,1,21.20,71102.05,71102.05,0.0,0.00,0.0,-0.0,,0
254,11,5.00,1,21.60,70887.79,70887.79,0.0,0.00,0.0,-0.0,,0
254,12,5.00,1,23.10,70699.16,70699.16,0.0,0.00,0.0,-0.0,,0
254,13,5.00,1,24.90,70529.14,70529.14,0.0,0.00,0.0,-0.0,,0
254,14,5.00,1,26.10,70374.92,70374.92,0.0,0.00,0.0,-0.0,,0
254,15,5.00,1,26.80,70234.72,70234.72,0.0,0.00,0.0,-0.0,,0
254,16,5.00,1,27.20,70107.11,70107.11,0.0,0.00,0.0,-0.0,,0
254,17,5.00,1,27.40,69990.10,69990.10,0.0,0.00,0.0,-0.0,,0
254,18,5.00,1,27.40,69883.86,69883.86,0.0,0.00,0.0,-0.0,,0
254,19,5.00,1,27.10,72907.59,72907.59,0.0,0.00,0.0,-0.0,,0
254,20,5.00,1,26.70,73439.19,73439.19,0.0,0.00,0.0,-0.0,,0
254,21,5.00,1,26.20,73642.40,73642.40,0.0,0.00,0.0,-0.0,,0
254,22,5.00,1,25.50,73787.64,73787.64,0.0,0.00,0.0,-0.0,,0
254,23,5.00,1,24.60,73912.96,73912.96,0.0,0.00,0.0,-0.0,,0
254,24,5.00,1,23.60,74025.42,74025.42,0.0,0.00,0.0,-0.0,,0
254,1,6.00,1,22.90,74127.33,74127.33,0.0,0.00,0.0,-0.0,,0
254,2,6.00,1,22.60,74220.01,74220.01,0.0,0.00,0.0,-0.0,,0
254,3,6.00,1,22.40,74304.43,74304.43,0.0,0.00,0.0,-0.0,,0
254,4,6.00,1,22.10,74381.40,74381.40,0.0,0.00,0.0,-0.0,,0
254,5,6.00,1,21.90,74451.66,74451.66,0.0,0.00,0.0,-0.0,,0
254,6,6.00,1,21.70,74515.85,74515.85,0.0,0.00,0.0,-0.0,,0
254,7,6.00,1,21.50,74574.52,74574.52,0.0,0.00,0.0,-0.0,,0
254,8,6.00,1,21.30,71412.29,71412.29,0.0,0.00,0.0,-0.0,,0
254,9,6.00,1,21.20,70860.73,70860.73,0.0,0.00,0.0,-0.0,,0
254,10,6.00,1,21.00,70629.51,70629.51,0.0,0.00,0.0,-0.0,,0
254,11,6.00,1,21.50,70455.18,70455.18,0.0,0.00,0.0,-0.0,,0
254,12,6.00,1,23.10,70302.96,70302.96,0.0,0.00,0.0,-0.0,,0
254,13,6.00,1,24.70,70166.15,70166.15,0.0,0.00,0.0,-0.0,,0
254,14,6.00,1,26.00,70042.32,70042.32,0.0,0.00,0.0,-0.0,,0
254,15,6.00,1,26.90,69929.93,69929.93,0.0,0.00,0.0,-0.0,,0
254,16,6.00,1,27.50,69827.76,69827.76,0.0,0.00,0.0,-0.0,,0
254,17,6.00,1,27.80,69734.04,69734.04,0.0,0.00,0.0,-0.0,,0
254,18,6.00,1,27.80,69649.12,69649.12,0.0,0.00,0.0,-0.0,,0
254,19,6.00,1,27.50,72682.09,72682.09,0.0,0.00,0.0,-0.0,,0
254,20,6.00,1,26.80,73230.31,73230.31,0.0,0.00,0.0,-0.0,,0
254,21,6.00,1,26.00,73449.82,73449.82,0.0,0.00,0.0,-0.0,,0
254,22,6.00,1,24.90,73610.17,73610.17,0.0,0.00,0.0,-0.0,,0
254,23,6.00,1,23.80,73749.41,73749.41,0.0,0.00,0.0,-0.0,,0
254,24,6.00,1,23.00,73874.73,73874.73,0.0,0.00,0.0,-0.0,,0
254,1,7.00,1,22.70,73988.53,73988.53,0.0,0.00,0.0,-0.0,,0
254,2,7.00,1,22.50,74092.15,74092.15,0.0,0.00,0.0,-0.0,,0
254,3,7.00,1,22.30,74186.64,74186.64,0.0,0.00,0.0,-0.0,,0
254,4,7.00,1,22.20,74272.90,74272.90,0.0,0.00,0.0,-0.0,,0
254,5,7.00,1,22.10,74351.73,74351.73,0.0,0.00,0.0,-0.0,,0
254,6,7.00,1,21.90,74423.80,74423.80,0.0,0.00,0.0,-0.0,,0
254,7,7.00,1,21.70,74489.73,74489.73,0.0,0.00,0.0,-0.0,,0
254,8,7.00,1,21.50,71337.77,71337.77,0.0,0.00,0.0,-0.0,,0
254,9,7.00,1,21.40,70792.75,70792.75,0.0,0.00,0.0,-0.0,,0
254,10,7.00,1,21.30,70567.20,70567.20,0.0,0.00,0.0,-0.0,,0
254,11,7.00,1,21.70,70398.02,70398.02,0.0,0.00,0.0,-0.0,,0
254,12,7.00,1,23.20,70250.50,70250.50,0.0,0.00,0.0,-0.0,,0
254,13,7.00,1,25.20,70118.08,70118.08,0.0,0.00,0.0,-0.0,,0
254,14,7.00,1,26.70,69998.27,69998.27,0.0,0.00,0.0,-0.0,,0
254,15,7.00,1,27.80,69889.59,69889.59,0.0,0.00,0.0,-0.0,,0
254,16,7.00,1,28.50,69790.82,69790.82,0.0,0.00,0.0,-0.0,,0
254,17,7.00,1,28.80,69700.22,69700.22,0.0,0.00,0.0,-0.0,,0
254,18,7.00,1,28.70,69618.13,69618.13,0.0,0.00,0.0,-0.0,,0
254,19,7.00,1,28.10,72652.29,72652.29,0.0,0.00,0.0,-0.0,,0
254,20,7.00,1,27.40,73202.72,73202.72,0.0,0.00,0.0,-0.0,,0
254,21,7.00,1,26.50,73424.40,73424.40,0.0,0.00,0.0,-0.0,,0
254,22,7.00,1,25.40,73586.77,73586.77,0.0,0.00,0.0,-0.0,,0
254,23,7.00,1,24.20,73727.85,73727.85,0.0,0.00,0.0,-0.0,,0
254,24,7.00,1,23.30,73854.87,73854.87,0.0,0.00,0.0,-0.0,,0
254,1,1.00,1,22.90,73970.23,73970.23,0.0,0.00,0.0,-0.0,,0
254,2,1.00,1,22.70,74075.29,74075.29,0.0,0.00,0.0,-0.0,,0
254,3,1.00,1,22.60,74171.12,74171.12,0.0,0.00,0.0,-0.0,,0
254,4,1.00,1,22.30,74258.60,74258.60,0.0,0.00,0.0,-0.0,,0
254,5,1.00,1,22.00,74338.52,74338.52,0.0,0.00,0.0,-0.0,,0
254,6,1.00,1,21.90,74411.62,74411.62,0.0,0.00,0.0,-0.0,,0
254,7,1.00,1,21.70,74478.51,74478.51,0.0,0.00,0.0,-0.0,,0
254,8,1.00,1,21.50,71327.89,71327.89,0.0,0.00,0.0,-0.0,,0
254,9,1.00,1,21.30,70783.71,70783.71,0.0,0.00,0.0,-0.0,,0
254,10,1.00,1,21.10,70558.89,70558.89,0.0,0.00,0.0,-0.0,,0
254,11,1.00,1,21.60,70390.38,70390.38,0.0,0.00,0.0,-0.0,,0
254,12,1.00,1,23.40,70243.53,70243.53,0.0,0.00,0.0,-0.0,,0
254,13,1.00,1,25.40,70111.70,70111.70,0.0,0.00,0.0,-0.0,,0
