ID_Recinto Hora dia Mes Presión_saturacion x_set_min x_set_max x_int_aire G_HU G_DHU 
129.000000 1.000000 1.000000 1.000000 2692.908618 0.004160 0.010079 0.000000 0.000000 0.000000
129.000000 2.000000 1.000000 1.000000 2434.199627 0.003758 0.009097 0.000000 0.000000 0.000000
129.000000 3.000000 1.000000 1.000000 2221.087068 0.003427 0.008290 0.000000 0.000000 0.000000
129.000000 4.000000 1.000000 1.000000 2043.403177 0.003152 0.007618 0.000000 0.000000 0.000000
129.000000 5.000000 1.000000 1.000000 1945.003848 0.002999 0.007247 0.000000 0.000000 -0.000000
129.000000 6.000000 1.000000 1.000000 1869.120099 0.002882 0.006961 0.000000 0.000000 -0.000000
129.000000 7.000000 1.000000 1.000000 1830.585954 0.002822 0.006816 0.000000 0.000000 -0.000000
129.000000 8.000000 1.000000 1.000000 2513.197265 0.003881 0.009396 0.009229 0.000000 0.000000
129.000000 9.000000 1.000000 1.000000 3223.657853 0.004987 0.012104 0.010971 0.000000 0.000000
129.000000 10.000000 1.000000 1.000000 3126.030037 0.004835 0.011731 0.011731 0.000000 -48.847226
129.000000 11.000000 1.000000 1.000000 3058.901050 0.004730 0.011474 0.011474 0.000000 -388.513243
129.000000 12.000000 1.000000 1.000000 2970.685625 0.004593 0.011138 0.011138 0.000000 -491.183601
129.000000 13.000000 1.000000 1.000000 2915.174477 0.004506 0.010926 0.010926 0.000000 -393.519343
129.000000 14.000000 1.000000 1.000000 2889.080067 0.004466 0.010826 0.010826 0.000000 -267.423409
129.000000 15.000000 1.000000 1.000000 2859.130421 0.004419 0.010712 0.010712 0.000000 -376.456125
129.000000 16.000000 1.000000 1.000000 2842.393957 0.004393 0.010648 0.010648 0.000000 -258.531656
129.000000 17.000000 1.000000 1.000000 2856.563216 0.004415 0.010702 0.010702 0.000000 -216.258501
129.000000 18.000000 1.000000 1.000000 2905.771322 0.004492 0.010890 0.010890 0.000000 -319.446520
129.000000 19.000000 1.000000 1.000000 3951.619948 0.006124 0.014903 0.000000 0.000000 0.000000
129.000000 20.000000 1.000000 1.000000 4497.783718 0.006980 0.017020 0.000000 0.000000 0.000000
129.000000 21.000000 1.000000 1.000000 4099.460473 0.006356 0.015475 0.000000 0.000000 0.000000
129.000000 22.000000 1.000000 1.000000 3675.016582 0.005692 0.013837 0.000000 0.000000 0.000000
129.000000 23.000000 1.000000 1.000000 3280.212957 0.005075 0.012321 0.000000 0.000000 0.000000
129.000000 24.000000 1.000000 1.000000 2951.510175 0.004563 0.011064 0.000000 0.000000 0.000000
129.000000 1.000000 2.000000 1.000000 2660.768719 0.004110 0.009957 0.000000 0.000000 0.000000
129.000000 2.000000 2.000000 1.000000 2418.629159 0.003734 0.009038 0.000000 0.000000 0.000000
129.000000 3.000000 2.000000 1.000000 2217.190938 0.003421 0.008275 0.000000 0.000000 0.000000
129.000000 4.000000 2.000000 1.000000 2048.371630 0.003160 0.007637 0.000000 0.000000 -0.000000
129.000000 5.000000 2.000000 1.000000 1941.529721 0.002994 0.007234 0.000000 0.000000 -0.000000
129.000000 6.000000 2.000000 1.000000 1861.881027 0.002871 0.006934 0.000000 0.000000 -0.000000
129.000000 7.000000 2.000000 1.000000 1803.796497 0.002781 0.006715 0.000000 0.000000 -0.000000
129.000000 8.000000 2.000000 1.000000 2534.083270 0.003913 0.009476 0.009251 0.000000 0.000000
129.000000 9.000000 2.000000 1.000000 3136.097600 0.004850 0.011769 0.010751 0.000000 0.000000
129.000000 10.000000 2.000000 1.000000 3178.855405 0.004917 0.011933 0.011933 0.000000 -48.877793
129.000000 11.000000 2.000000 1.000000 3109.113441 0.004808 0.011666 0.011666 0.000000 -375.212524
129.000000 12.000000 2.000000 1.000000 3010.056806 0.004654 0.011288 0.011288 0.000000 -644.366210
129.000000 13.000000 2.000000 1.000000 2948.566765 0.004558 0.011053 0.011053 0.000000 -896.220926
129.000000 14.000000 2.000000 1.000000 2925.952725 0.004523 0.010967 0.010967 0.000000 -957.726052
129.000000 15.000000 2.000000 1.000000 2909.166169 0.004497 0.010903 0.010903 0.000000 -364.588989
129.000000 16.000000 2.000000 1.000000 2912.487637 0.004502 0.010916 0.010887 0.000000 0.000000
129.000000 17.000000 2.000000 1.000000 2930.476556 0.004530 0.010984 0.010549 0.000000 0.000000
129.000000 18.000000 2.000000 1.000000 2984.224787 0.004614 0.011189 0.010891 0.000000 0.000000
129.000000 19.000000 2.000000 1.000000 3766.160739 0.005834 0.014188 0.000000 0.000000 0.000000
129.000000 20.000000 2.000000 1.000000 4135.081676 0.006411 0.015613 0.000000 0.000000 0.000000
129.000000 21.000000 2.000000 1.000000 3695.757162 0.005724 0.013917 0.000000 0.000000 0.000000
129.000000 22.000000 2.000000 1.000000 3259.237336 0.005042 0.012241 0.000000 0.000000 0.000000
129.000000 23.000000 2.000000 1.000000 2882.761072 0.004456 0.010802 0.000000 0.000000 0.000000
129.000000 24.000000 2.000000 1.000000 2581.216574 0.003987 0.009655 0.000000 0.000000 0.000000
129.000000 1.000000 3.000000 1.000000 2334.116762 0.003603 0.008718 0.000000 0.000000 0.000000
129.000000 2.000000 3.000000 1.000000 2134.880774 0.003294 0.007964 0.000000 0.000000 0.000000
129.000000 3.000000 3.000000 1.000000 1967.652082 0.003034 0.007333 0.000000 0.000000 0.000000
129.000000 4.000000 3.000000 1.000000 1856.720124 0.002863 0.006915 0.000000 0.000000 -0.000000
129.000000 5.000000 3.000000 1.000000 1795.437839 0.002768 0.006684 0.000000 0.000000 -0.000000
129.000000 6.000000 3.000000 1.000000 1747.132363 0.002693 0.006502 0.000000 0.000000 -0.000000
