ID_Recinto Hora dia Mes Presión_saturacion x_set_min x_set_max x_int_aire G_HU G_DHU 
215.000000 1.000000 1.000000 1.000000 3290.275489 0.005091 0.012360 0.000000 0.000000 0.000000
215.000000 2.000000 1.000000 1.000000 3227.366018 0.004993 0.012119 0.000000 0.000000 0.000000
215.000000 3.000000 1.000000 1.000000 3168.390564 0.004901 0.011893 0.000000 0.000000 0.000000
215.000000 4.000000 1.000000 1.000000 3136.600752 0.004851 0.011771 0.000000 0.000000 0.000000
215.000000 5.000000 1.000000 1.000000 3102.857649 0.004799 0.011642 0.000000 0.000000 0.000000
215.000000 6.000000 1.000000 1.000000 3083.200881 0.004768 0.011567 0.000000 0.000000 0.000000
215.000000 7.000000 1.000000 1.000000 3070.278069 0.004748 0.011518 0.000000 0.000000 0.000000
215.000000 8.000000 1.000000 1.000000 3278.129657 0.005072 0.012313 0.012273 0.000000 0.000000
215.000000 9.000000 1.000000 1.000000 3500.214932 0.005418 0.013165 0.012795 0.000000 0.000000
215.000000 10.000000 1.000000 1.000000 3695.289226 0.005723 0.013915 0.013103 0.000000 0.000000
215.000000 11.000000 1.000000 1.000000 3747.420431 0.005805 0.014116 0.014116 0.000000 -37.434803
215.000000 12.000000 1.000000 1.000000 3659.384059 0.005667 0.013777 0.013777 0.000000 -439.023505
215.000000 13.000000 1.000000 1.000000 3588.343310 0.005556 0.013504 0.013504 0.000000 -974.511602
215.000000 14.000000 1.000000 1.000000 3531.673389 0.005468 0.013286 0.013286 0.000000 -905.149662
215.000000 15.000000 1.000000 1.000000 3482.925509 0.005391 0.013098 0.013098 0.000000 -268.370847
215.000000 16.000000 1.000000 1.000000 3441.704322 0.005327 0.012940 0.012940 0.000000 -382.552084
215.000000 17.000000 1.000000 1.000000 3409.588727 0.005277 0.012817 0.012355 0.000000 0.000000
215.000000 18.000000 1.000000 1.000000 3388.275162 0.005244 0.012735 0.012460 0.000000 0.000000
215.000000 19.000000 1.000000 1.000000 3658.323789 0.005665 0.013773 0.000000 0.000000 0.000000
215.000000 20.000000 1.000000 1.000000 3650.147879 0.005653 0.013741 0.000000 0.000000 0.000000
215.000000 21.000000 1.000000 1.000000 3600.629410 0.005575 0.013551 0.000000 0.000000 0.000000
215.000000 22.000000 1.000000 1.000000 3544.291203 0.005487 0.013334 0.000000 0.000000 0.000000
215.000000 23.000000 1.000000 1.000000 3496.364198 0.005412 0.013150 0.000000 0.000000 0.000000
215.000000 24.000000 1.000000 1.000000 3435.530211 0.005317 0.012917 0.000000 0.000000 0.000000
215.000000 1.000000 2.000000 1.000000 3382.632178 0.005235 0.012714 0.000000 0.000000 0.000000
215.000000 2.000000 2.000000 1.000000 3327.667490 0.005149 0.012503 0.000000 0.000000 0.000000
215.000000 3.000000 2.000000 1.000000 3268.214593 0.005056 0.012275 0.000000 0.000000 0.000000
215.000000 4.000000 2.000000 1.000000 3210.969645 0.004967 0.012056 0.000000 0.000000 0.000000
215.000000 5.000000 2.000000 1.000000 3162.137638 0.004891 0.011869 0.000000 0.000000 0.000000
215.000000 6.000000 2.000000 1.000000 3116.539760 0.004820 0.011695 0.000000 0.000000 0.000000
215.000000 7.000000 2.000000 1.000000 3072.226897 0.004751 0.011525 0.000000 0.000000 0.000000
215.000000 8.000000 2.000000 1.000000 3170.742631 0.004904 0.011902 0.011316 0.000000 0.000000
215.000000 9.000000 2.000000 1.000000 3360.991162 0.005201 0.012631 0.011905 0.000000 0.000000
215.000000 10.000000 2.000000 1.000000 3539.442320 0.005480 0.013316 0.012231 0.000000 0.000000
215.000000 11.000000 2.000000 1.000000 3692.094455 0.005718 0.013903 0.013066 0.000000 0.000000
215.000000 12.000000 2.000000 1.000000 3672.414319 0.005687 0.013827 0.013275 0.000000 0.000000
215.000000 13.000000 2.000000 1.000000 3601.068795 0.005576 0.013552 0.013552 0.000000 -504.265929
215.000000 14.000000 2.000000 1.000000 3540.213955 0.005481 0.013319 0.013319 0.000000 -735.951577
215.000000 15.000000 2.000000 1.000000 3485.475407 0.005395 0.013108 0.013108 0.000000 -505.460754
215.000000 16.000000 2.000000 1.000000 3434.221888 0.005315 0.012911 0.012911 0.000000 -756.049213
215.000000 17.000000 2.000000 1.000000 3395.436722 0.005255 0.012763 0.012763 0.000000 -803.831931
215.000000 18.000000 2.000000 1.000000 3370.253085 0.005216 0.012666 0.012666 0.000000 -423.877209
215.000000 19.000000 2.000000 1.000000 3730.433320 0.005778 0.014050 0.000000 0.000000 0.000000
215.000000 20.000000 2.000000 1.000000 3734.544840 0.005785 0.014066 0.000000 0.000000 0.000000
215.000000 21.000000 2.000000 1.000000 3682.445307 0.005703 0.013866 0.000000 0.000000 0.000000
215.000000 22.000000 2.000000 1.000000 3621.881467 0.005608 0.013632 0.000000 0.000000 0.000000
215.000000 23.000000 2.000000 1.000000 3567.456834 0.005523 0.013423 0.000000 0.000000 0.000000
215.000000 24.000000 2.000000 1.000000 3496.808754 0.005413 0.013152 0.000000 0.000000 0.000000
215.000000 1.000000 3.000000 1.000000 3432.736788 0.005313 0.012906 0.000000 0.000000 0.000000
215.000000 2.000000 3.000000 1.000000 3373.903152 0.005221 0.012680 0.000000 0.000000 0.000000
215.000000 3.000000 3.000000 1.000000 3324.857059 0.005145 0.012492 0.000000 0.000000 0.000000
215.000000 4.000000 3.000000 1.000000 3264.996920 0.005051 0.012263 0.000000 0.000000 0.000000
215.000000 5.000000 3.000000 1.000000 3204.133685 0.004956 0.012030 0.000000 0.000000 0.000000
215.000000 6.000000 3.000000 1.000000 3146.865588 0.004867 0.011811 0.000000 0.000000 0.000000
215.000000 7.000000 3.000000 1.000000 3094.058872 0.004785 0.011609 0.000000 0.000000 0.000000
215.000000 8.000000 3.000000 1.000000 3684.901065 0.005707 0.013875 0.000000 0.000000 -0.000000
215.000000 9.000000 3.000000 1.000000 3907.637170 0.006055 0.014734 0.000000 0.000000 -0.000000
215.000000 10.000000 3.000000 1.000000 4081.330912 0.006327 0.015405 0.000000 0.000000 -0.000000
215.000000 11.000000 3.000000 1.000000 4224.310261 0.006551 0.015958 0.000000 0.000000 -0.000000
215.000000 12.000000 3.000000 1.000000 4375.392076 0.006788 0.016544 0.000000 0.000000 -0.000000
215.000000 13.000000 3.000000 1.000000 4522.306242 0.007019 0.017115 0.000000 0.000000 -0.000000
215.000000 14.000000 3.000000 1.000000 4662.150128 0.007238 0.017659 0.000000 0.000000 -0.000000
215.000000 15.000000 3.000000 1.000000 4798.667532 0.007453 0.018191 0.000000 0.000000 -0.000000
215.000000 16.000000 3.000000 1.000000 4935.560169 0.007668 0.018726 0.000000 0.000000 -0.000000
215.000000 17.000000 3.000000 1.000000 5025.440355 0.007809 0.019077 0.000000 0.000000 -0.000000
215.000000 18.000000 3.000000 1.000000 5077.279792 0.007891 0.019280 0.000000 0.000000 -0.000000
215.000000 19.000000 3.000000 1.000000 4297.832194 0.006666 0.016243 0.000000 0.000000 -0.000000
215.000000 20.000000 3.000000 1.000000 4101.242822 0.006358 0.015482 0.000000 0.000000 0.000000
215.000000 21.000000 3.000000 1.000000 3993.579387 0.006190 0.015065 0.000000 0.000000 0.000000
215.000000 22.000000 3.000000 1.000000 3905.666555 0.006052 0.014726 0.000000 0.000000 0.000000
215.000000 23.000000 3.000000 1.000000 3817.788439 0.005915 0.014387 0.000000 0.000000 0.000000
215.000000 24.000000 3.000000 1.000000 3747.476094 0.005805 0.014116 0.000000 0.000000 0.000000
215.000000 1.000000 4.000000 1.000000 3664.971063 0.005676 0.013798 0.000000 0.000000 0.000000
215.000000 2.000000 4.000000 1.000000 3590.765817 0.005560 0.013513 0.000000 0.000000 0.000000
215.000000 3.000000 4.000000 1.000000 3520.456741 0.005450 0.013243 0.000000 0.000000 0.000000
