ID_Recinto Hora dia Mes Presión_saturacion x_set_min x_set_max x_int_aire G_HU G_DHU 
161.000000 1.000000 1.000000 1.000000 3411.598474 0.005280 0.012825 0.000000 0.000000 0.000000
161.000000 2.000000 1.000000 1.000000 3342.169501 0.005172 0.012558 0.000000 0.000000 0.000000
161.000000 3.000000 1.000000 1.000000 3277.673073 0.005071 0.012311 0.000000 0.000000 0.000000
161.000000 4.000000 1.000000 1.000000 3238.161663 0.005010 0.012160 0.000000 0.000000 0.000000
161.000000 5.000000 1.000000 1.000000 3198.898544 0.004948 0.012010 0.000000 0.000000 0.000000
161.000000 6.000000 1.000000 1.000000 3172.859949 0.004908 0.011910 0.000000 0.000000 0.000000
161.000000 7.000000 1.000000 1.000000 3153.993828 0.004878 0.011838 0.000000 0.000000 0.000000
161.000000 8.000000 1.000000 1.000000 3523.946296 0.005456 0.013256 0.011946 0.000000 0.000000
161.000000 9.000000 1.000000 1.000000 3692.803030 0.005719 0.013905 0.012539 0.000000 0.000000
161.000000 10.000000 1.000000 1.000000 3620.796986 0.005607 0.013628 0.012899 0.000000 0.000000
161.000000 11.000000 1.000000 1.000000 3550.891292 0.005498 0.013360 0.013360 0.000000 -564.495705
161.000000 12.000000 1.000000 1.000000 3480.547671 0.005388 0.013089 0.013089 0.000000 -1382.195332
161.000000 13.000000 1.000000 1.000000 3414.646106 0.005285 0.012836 0.012836 0.000000 -2455.525425
161.000000 14.000000 1.000000 1.000000 3356.782237 0.005195 0.012614 0.012614 0.000000 -2315.344154
161.000000 15.000000 1.000000 1.000000 3307.184142 0.005117 0.012424 0.012424 0.000000 -1019.045673
161.000000 16.000000 1.000000 1.000000 3268.234081 0.005056 0.012275 0.012275 0.000000 -1235.606460
161.000000 17.000000 1.000000 1.000000 3242.696355 0.005017 0.012177 0.012177 0.000000 -8.796379
161.000000 18.000000 1.000000 1.000000 3230.908406 0.004998 0.012132 0.012132 0.000000 -187.323236
161.000000 19.000000 1.000000 1.000000 3720.992923 0.005763 0.014014 0.000000 0.000000 0.000000
161.000000 20.000000 1.000000 1.000000 3780.501211 0.005856 0.014243 0.000000 0.000000 0.000000
161.000000 21.000000 1.000000 1.000000 3744.752627 0.005801 0.014105 0.000000 0.000000 0.000000
161.000000 22.000000 1.000000 1.000000 3684.430944 0.005706 0.013873 0.000000 0.000000 0.000000
