ID_Recinto Hora dia Mes Presión_saturacion x_set_min x_set_max x_int_aire G_HU G_DHU 
225.000000 1.000000 1.000000 1.000000 3003.622023 0.004644 0.011263 0.000000 0.000000 -0.000000
225.000000 2.000000 1.000000 1.000000 2967.386539 0.004588 0.011125 0.000000 0.000000 -0.000000
225.000000 3.000000 1.000000 1.000000 2912.879855 0.004503 0.010917 0.000000 0.000000 -0.000000
225.000000 4.000000 1.000000 1.000000 2868.087451 0.004433 0.010746 0.000000 0.000000 -0.000000
225.000000 5.000000 1.000000 1.000000 2821.199425 0.004360 0.010568 0.000000 0.000000 -0.000000
225.000000 6.000000 1.000000 1.000000 2776.798733 0.004291 0.010398 0.000000 0.000000 -0.000000
225.000000 7.000000 1.000000 1.000000 2754.160909 0.004256 0.010312 0.000000 0.000000 -0.000000
225.000000 8.000000 1.000000 1.000000 2969.042471 0.004590 0.011131 0.011131 0.000000 -1133.907483
225.000000 9.000000 1.000000 1.000000 3113.368310 0.004815 0.011683 0.011683 0.000000 -506.177273
225.000000 10.000000 1.000000 1.000000 3232.639435 0.005001 0.012139 0.012139 0.000000 -466.528002
225.000000 11.000000 1.000000 1.000000 3371.316048 0.005217 0.012670 0.012670 0.000000 -245.376748
225.000000 12.000000 1.000000 1.000000 3434.070740 0.005315 0.012911 0.012911 0.000000 -375.678890
225.000000 13.000000 1.000000 1.000000 3318.811428 0.005135 0.012469 0.012469 0.000000 -841.222725
225.000000 14.000000 1.000000 1.000000 3222.892948 0.004986 0.012102 0.012102 0.000000 -817.117147
225.000000 15.000000 1.000000 1.000000 3146.415989 0.004866 0.011809 0.011809 0.000000 -1142.173672
225.000000 16.000000 1.000000 1.000000 3103.846292 0.004800 0.011646 0.011646 0.000000 -1160.276545
225.000000 17.000000 1.000000 1.000000 3079.463691 0.004762 0.011553 0.011553 0.000000 -1118.970568
225.000000 18.000000 1.000000 1.000000 3066.939405 0.004743 0.011505 0.011505 0.000000 -1209.874076
225.000000 19.000000 1.000000 1.000000 3509.728359 0.005433 0.013201 0.000000 0.000000 0.000000
225.000000 20.000000 1.000000 1.000000 3493.525763 0.005408 0.013139 0.000000 0.000000 0.000000
225.000000 21.000000 1.000000 1.000000 3409.547363 0.005277 0.012817 0.000000 0.000000 0.000000
225.000000 22.000000 1.000000 1.000000 3321.111053 0.005139 0.012478 0.000000 0.000000 -0.000000
225.000000 23.000000 1.000000 1.000000 3239.193249 0.005011 0.012164 0.000000 0.000000 -0.000000
225.000000 24.000000 1.000000 1.000000 3159.889360 0.004887 0.011860 0.000000 0.000000 -0.000000
225.000000 1.000000 2.000000 1.000000 3088.356821 0.004776 0.011587 0.000000 0.000000 -0.000000
225.000000 2.000000 2.000000 1.000000 3027.746912 0.004682 0.011355 0.000000 0.000000 -0.000000
225.000000 3.000000 2.000000 1.000000 2972.353569 0.004595 0.011144 0.000000 0.000000 -0.000000
225.000000 4.000000 2.000000 1.000000 2919.709679 0.004513 0.010943 0.000000 0.000000 -0.000000
225.000000 5.000000 2.000000 1.000000 2872.791214 0.004440 0.010764 0.000000 0.000000 -0.000000
225.000000 6.000000 2.000000 1.000000 2826.341457 0.004368 0.010587 0.000000 0.000000 -0.000000
225.000000 7.000000 2.000000 1.000000 2792.683844 0.004316 0.010459 0.000000 0.000000 -0.000000
225.000000 8.000000 2.000000 1.000000 2994.261554 0.004629 0.011228 0.011228 0.000000 -1052.064717
225.000000 9.000000 2.000000 1.000000 3166.544616 0.004898 0.011886 0.011886 0.000000 -575.018163
225.000000 10.000000 2.000000 1.000000 3306.407812 0.005116 0.012421 0.012421 0.000000 -448.820386
225.000000 11.000000 2.000000 1.000000 3428.519379 0.005307 0.012890 0.012890 0.000000 -478.809508
225.000000 12.000000 2.000000 1.000000 3383.494566 0.005236 0.012717 0.012717 0.000000 -461.588396
225.000000 13.000000 2.000000 1.000000 3280.811821 0.005076 0.012323 0.012323 0.000000 -860.440380
225.000000 14.000000 2.000000 1.000000 3193.943932 0.004941 0.011991 0.011991 0.000000 -714.382924
225.000000 15.000000 2.000000 1.000000 3122.747539 0.004830 0.011718 0.011718 0.000000 -1153.641641
225.000000 16.000000 2.000000 1.000000 3084.919637 0.004771 0.011574 0.011574 0.000000 -1124.469963
225.000000 17.000000 2.000000 1.000000 3064.068608 0.004738 0.011494 0.011494 0.000000 -1039.933247
225.000000 18.000000 2.000000 1.000000 3055.836756 0.004725 0.011463 0.011463 0.000000 -1018.595497
225.000000 19.000000 2.000000 1.000000 3491.402019 0.005405 0.013131 0.000000 0.000000 0.000000
225.000000 20.000000 2.000000 1.000000 3469.981970 0.005371 0.013049 0.000000 0.000000 0.000000
225.000000 21.000000 2.000000 1.000000 3370.923521 0.005217 0.012669 0.000000 0.000000 0.000000
225.000000 22.000000 2.000000 1.000000 3264.470389 0.005051 0.012261 0.000000 0.000000 0.000000
225.000000 23.000000 2.000000 1.000000 3184.440777 0.004926 0.011954 0.000000 0.000000 0.000000
225.000000 24.000000 2.000000 1.000000 3118.412993 0.004823 0.011702 0.000000 0.000000 -0.000000
225.000000 1.000000 3.000000 1.000000 3053.804554 0.004722 0.011455 0.000000 0.000000 -0.000000
225.000000 2.000000 3.000000 1.000000 2991.342692 0.004625 0.011216 0.000000 0.000000 -0.000000
225.000000 3.000000 3.000000 1.000000 2936.166602 0.004539 0.011006 0.000000 0.000000 -0.000000
225.000000 4.000000 3.000000 1.000000 2886.219461 0.004461 0.010815 0.000000 0.000000 -0.000000
225.000000 5.000000 3.000000 1.000000 2837.758413 0.004386 0.010631 0.000000 0.000000 -0.000000
225.000000 6.000000 3.000000 1.000000 2798.963826 0.004325 0.010483 0.000000 0.000000 -0.000000
225.000000 7.000000 3.000000 1.000000 2763.166133 0.004270 0.010347 0.000000 0.000000 -0.000000
225.000000 8.000000 3.000000 1.000000 3283.938759 0.005081 0.012335 0.000000 0.000000 -0.000000
225.000000 9.000000 3.000000 1.000000 3521.270668 0.005451 0.013246 0.000000 0.000000 -0.000000
225.000000 10.000000 3.000000 1.000000 3706.132446 0.005740 0.013957 0.000000 0.000000 -0.000000
225.000000 11.000000 3.000000 1.000000 3887.954426 0.006025 0.014658 0.000000 0.000000 -0.000000
225.000000 12.000000 3.000000 1.000000 4048.747942 0.006276 0.015279 0.000000 0.000000 -0.000000
225.000000 13.000000 3.000000 1.000000 4232.287210 0.006564 0.015989 0.000000 0.000000 -0.000000
225.000000 14.000000 3.000000 1.000000 4428.446632 0.006871 0.016750 0.000000 0.000000 -0.000000
225.000000 15.000000 3.000000 1.000000 4617.483347 0.007168 0.017485 0.000000 0.000000 -0.000000
225.000000 16.000000 3.000000 1.000000 4742.546899 0.007364 0.017972 0.000000 0.000000 -0.000000
225.000000 17.000000 3.000000 1.000000 4840.959370 0.007519 0.018356 0.000000 0.000000 -0.000000
225.000000 18.000000 3.000000 1.000000 4913.779861 0.007634 0.018641 0.000000 0.000000 -0.000000
225.000000 19.000000 3.000000 1.000000 4191.202623 0.006499 0.015830 0.000000 0.000000 -0.000000
225.000000 20.000000 3.000000 1.000000 3967.114383 0.006148 0.014963 0.000000 0.000000 0.000000
225.000000 21.000000 3.000000 1.000000 3821.200517 0.005920 0.014400 0.000000 0.000000 0.000000
225.000000 22.000000 3.000000 1.000000 3685.284637 0.005708 0.013876 0.000000 0.000000 0.000000
225.000000 23.000000 3.000000 1.000000 3566.112552 0.005521 0.013418 0.000000 0.000000 0.000000
225.000000 24.000000 3.000000 1.000000 3460.535830 0.005357 0.013012 0.000000 0.000000 0.000000
225.000000 1.000000 4.000000 1.000000 3362.783685 0.005204 0.012637 0.000000 0.000000 -0.000000
225.000000 2.000000 4.000000 1.000000 3286.164295 0.005084 0.012344 0.000000 0.000000 -0.000000
225.000000 3.000000 4.000000 1.000000 3226.134875 0.004991 0.012114 0.000000 0.000000 -0.000000
225.000000 4.000000 4.000000 1.000000 3147.200420 0.004868 0.011812 0.000000 0.000000 -0.000000
225.000000 5.000000 4.000000 1.000000 3077.517606 0.004759 0.011546 0.000000 0.000000 -0.000000
225.000000 6.000000 4.000000 1.000000 3011.367212 0.004656 0.011293 0.000000 0.000000 -0.000000
225.000000 7.000000 4.000000 1.000000 2963.670133 0.004582 0.011111 0.000000 0.000000 -0.000000
225.000000 8.000000 4.000000 1.000000 3517.466905 0.005445 0.013231 0.000000 0.000000 -0.000000
225.000000 9.000000 4.000000 1.000000 3773.203274 0.005845 0.014215 0.000000 0.000000 -0.000000
225.000000 10.000000 4.000000 1.000000 3946.011423 0.006115 0.014882 0.000000 0.000000 -0.000000
225.000000 11.000000 4.000000 1.000000 4111.267644 0.006374 0.015520 0.000000 0.000000 -0.000000
225.000000 12.000000 4.000000 1.000000 4267.352660 0.006619 0.016125 0.000000 0.000000 -0.000000
225.000000 13.000000 4.000000 1.000000 4455.725279 0.006914 0.016856 0.000000 0.000000 -0.000000
225.000000 14.000000 4.000000 1.000000 4646.120781 0.007213 0.017597 0.000000 0.000000 -0.000000
225.000000 15.000000 4.000000 1.000000 4847.535886 0.007529 0.018382 0.000000 0.000000 -0.000000
225.000000 16.000000 4.000000 1.000000 4984.602448 0.007745 0.018918 0.000000 0.000000 -0.000000
225.000000 17.000000 4.000000 1.000000 5083.995124 0.007901 0.019307 0.000000 0.000000 -0.000000
