ID_Recinto Hora dia Mes Presión_saturacion x_set_min x_set_max x_int_aire G_HU G_DHU 
171.000000 1.000000 1.000000 1.000000 3646.820914 0.005647 0.013728 0.013728 0.000000 -150.482578
171.000000 2.000000 1.000000 1.000000 3662.619177 0.005672 0.013789 0.013789 0.000000 -217.985879
171.000000 3.000000 1.000000 1.000000 3638.853777 0.005635 0.013698 0.013698 0.000000 -250.055226
171.000000 4.000000 1.000000 1.000000 3630.063912 0.005621 0.013664 0.013664 0.000000 -287.583207
171.000000 5.000000 1.000000 1.000000 3617.571186 0.005602 0.013616 0.013616 0.000000 -301.066183
171.000000 6.000000 1.000000 1.000000 3617.432054 0.005602 0.013615 0.013615 0.000000 -350.303039
171.000000 7.000000 1.000000 1.000000 3623.841044 0.005612 0.013640 0.013640 0.000000 -335.315784
171.000000 8.000000 1.000000 1.000000 3520.902207 0.005451 0.013244 0.013244 0.000000 -55.360597
171.000000 9.000000 1.000000 1.000000 3586.486706 0.005553 0.013496 0.013420 0.000000 0.000000
171.000000 10.000000 1.000000 1.000000 3683.319610 0.005705 0.013869 0.013659 0.000000 0.000000
171.000000 11.000000 1.000000 1.000000 3649.436088 0.005652 0.013738 0.013738 0.000000 -477.589542
171.000000 12.000000 1.000000 1.000000 3598.812657 0.005572 0.013544 0.013544 0.000000 -817.742465
171.000000 13.000000 1.000000 1.000000 3550.101124 0.005496 0.013357 0.013357 0.000000 -1316.022508
171.000000 14.000000 1.000000 1.000000 3507.261463 0.005429 0.013192 0.013192 0.000000 -1223.722716
171.000000 15.000000 1.000000 1.000000 3470.424127 0.005372 0.013050 0.013050 0.000000 -570.894057
171.000000 16.000000 1.000000 1.000000 3442.733026 0.005329 0.012944 0.012944 0.000000 -656.472476
171.000000 17.000000 1.000000 1.000000 3427.862583 0.005305 0.012887 0.012887 0.000000 -36.792989
171.000000 18.000000 1.000000 1.000000 3426.681901 0.005304 0.012883 0.012883 0.000000 -101.998616
